0.225		    -0.002  		0
0.221888889	    -0.002  		0.001059102
0.218777778	    -0.002  		0.002096377
0.215666667	    -0.002  		0.003111348
0.212555556	    -0.002  		0.004170449
0.209444444	    -0.002  		0.005196454
0.206333333	    -0.002  		0.006189362
0.203222222	    -0.002  		0.007270531
0.200111111	    -0.002  		0.008340898
0.197		    -0.002  		0.0094
0.189031579	    -0.002  		0.00974269
0.181063158	    -0.002  		0.01018538
0.173094737	    -0.002  		0.01062807
0.165126316	    -0.002  		0.01102807
0.157157895	    -0.002  		0.01141345
0.149189474	    -0.002  		0.011852632
0.141221053	    -0.002  		0.012219956
0.133252632	    -0.002  		0.012635965
0.125284211	    -0.002  		0.013078655
0.117315789	    -0.002  		0.013421345
0.109347368	    -0.002  		0.013864035
0.101378947	    -0.002  		0.014306725
0.093410526	    -0.002  		0.014712061
0.085442105	    -0.002  		0.015092105
0.077473684	    -0.002  		0.015534795
0.069505263	    -0.002  		0.015908114
0.061536842	    -0.002  		0.016315789
0.053568421	    -0.002  		0.01675731
0.0456		    -0.002  		0.0171
0.039437095	    -0.002  		0.017147246
0.032950487	    -0.002  		0.016732573
0.026954329	    -0.002  		0.015782446
0.021485588	    -0.002  		0.014619751
0.016577982	    -0.002  		0.013218783
0.012261766	    -0.002  		0.011601316
0.008563553	    -0.002  		0.009828786
0.005506142	    -0.002  		0.007961041
0.003108384	    -0.002  		0.006031138
0.001385062	    -0.002  		0.004375103
0.0003468	    -0.002  		0.00240296
0		        -0.002  		0.0012
0.0003468	    -0.002  		-0.000829067
0.001385062	    -0.002  		-0.001671037
0.003108384	    -0.002  		-0.002302795
0.005506142	    -0.002  		-0.002961811
0.008563553	    -0.002  		-0.003429284
0.012261766	    -0.002  		-0.003677206
0.0189		    -0.002  		-0.0037
0.026320833	    -0.002  		-0.003514479
0.033741667	    -0.002  		-0.003258529
0.0411625	    -0.002  		-0.002996618
0.048583333	    -0.002  		-0.002789804
0.056004167	    -0.002  		-0.002572794
0.063425	    -0.002  		-0.002340588
0.070845833	    -0.002  		-0.002148971
0.078266667	    -0.002  		-0.001891373
0.0856875	    -0.002      	-0.001716765
0.093108333	    -0.002  		-0.001463235
0.100529167	    -0.002  		-0.001269089
0.10795		    -0.002  		-0.001042941
0.115370833	    -0.002  		-0.000781029
0.122791667	    -0.002  		-0.000546078
0.1302125	    -0.002  		-0.000357206
0.137633333	    -0.002  		-0.000096863
0.145054167	    -0.002  		0.000077745
0.152475	    -0.002  		0.000328529
0.159895833	    -0.002  		0.000526961
0.167316667	    -0.002  		0.000752353
0.1747375	    -0.002  		0.000976176
0.182158333	    -0.002  		0.001176176
0.189579167	    -0.002  		0.001438088
0.197		    -0.002  		0.0017
0.200111111	    -0.002  		0.001501418
0.203222222	    -0.002  		0.001300725
0.206333333	    -0.002  		0.001097872
0.209444444	    -0.002  		0.000899291
0.212555556	    -0.002  		0.000733806
0.215666667	    -0.002  		0.000601418
0.218777778	    -0.002  		0.000399275
0.221888889	    -0.002  		0.000198582
0.225		    0	        	0
0.221888889	    0	        	0.001059102
0.218777778	    0	        	0.002096377
0.215666667	    0	        	0.003111348
0.212555556	    0	        	0.004170449
0.209444444	    0	        	0.005196454
0.206333333	    0	        	0.006189362
0.203222222	    0	        	0.007270531
0.200111111	    0	        	0.008340898
0.197		    0	        	0.0094
0.189031579	    0	        	0.00974269
0.181063158	    0	        	0.01018538
0.173094737	    0	        	0.01062807
0.165126316	    0	        	0.01102807
0.157157895	    0	        	0.01141345
0.149189474	    0	        	0.011852632
0.141221053	    0	        	0.012219956
0.133252632	    0	        	0.012635965
0.125284211	    0	        	0.013078655
0.117315789	    0	        	0.013421345
0.109347368	    0	        	0.013864035
0.101378947	    0	        	0.014306725
0.093410526	    0	        	0.014712061
0.085442105	    0	        	0.015092105
0.077473684	    0	        	0.015534795
0.069505263	    0	        	0.015908114
0.061536842	    0	        	0.016315789
0.053568421	    0	        	0.01675731
0.0456		    0	        	0.0171
0.039437095	    0	        	0.017147246
0.032950487	    0	        	0.016732573
0.026954329	    0	        	0.015782446
