0.000063 0.000000 -0.001173
0.000066 0.010000 -0.001174
-0.000085 0.000000 -0.002387
-0.000082 0.010000 -0.002388
-0.000115 0.000000 -0.003610
-0.000114 0.010000 -0.003610
-0.000023 0.000000 -0.004829
-0.000023 0.010000 -0.004830
0.000324 0.000000 -0.006002
0.000323 0.010000 -0.006003
0.001041 0.000000 -0.006992
0.001041 0.010000 -0.006993
0.001966 0.000000 -0.007792
0.001965 0.010000 -0.007794
0.002999 0.000000 -0.008447
0.002998 0.010000 -0.008449
0.004093 0.000000 -0.008994
0.004092 0.010000 -0.008996
0.005224 0.000000 -0.009460
0.005223 0.010000 -0.009462
0.006378 0.000000 -0.009863
0.006377 0.010000 -0.009865
0.007549 0.000000 -0.010217
0.007548 0.010000 -0.010219
0.008732 0.000000 -0.010528
0.008731 0.010000 -0.010530
0.009923 0.000000 -0.010804
0.009922 0.010000 -0.010807
0.011121 0.000000 -0.011051
0.011120 0.010000 -0.011053
0.012324 0.000000 -0.011271
0.012323 0.010000 -0.011273
0.013531 0.000000 -0.011469
0.013530 0.010000 -0.011471
0.014741 0.000000 -0.011646
0.014740 0.010000 -0.011648
0.015953 0.000000 -0.011804
0.015953 0.010000 -0.011806
0.017168 0.000000 -0.011946
0.017167 0.010000 -0.011948
0.018385 0.000000 -0.012072
0.018384 0.010000 -0.012074
0.019602 0.000000 -0.012184
0.019602 0.010000 -0.012186
0.020821 0.000000 -0.012283
0.020821 0.010000 -0.012285
0.022041 0.000000 -0.012370
0.022040 0.010000 -0.012372
0.023262 0.000000 -0.012446
0.023261 0.010000 -0.012448
0.024483 0.000000 -0.012511
0.024482 0.010000 -0.012513
0.025705 0.000000 -0.012566
0.025704 0.010000 -0.012568
0.026927 0.000000 -0.012612
0.026926 0.010000 -0.012614
0.028149 0.000000 -0.012649
0.028149 0.010000 -0.012651
0.029372 0.000000 -0.012677
0.029371 0.010000 -0.012679
0.030594 0.000000 -0.012698
0.030594 0.010000 -0.012699
0.031817 0.000000 -0.012710
0.031817 0.010000 -0.012712
0.033040 0.000000 -0.012715
0.033040 0.010000 -0.012717
0.034263 0.000000 -0.012713
0.034263 0.010000 -0.012714
0.035486 0.000000 -0.012704
0.035486 0.010000 -0.012705
0.036709 0.000000 -0.012688
0.036709 0.010000 -0.012690
0.037932 -0.000000 -0.012669
0.037932 0.010000 -0.012669
0.039154 -0.000000 -0.012648
0.039154 0.010000 -0.012649
0.040954 -0.000000 -0.013534
0.040954 0.010000 -0.013535
0.042177 -0.000000 -0.013514
0.042177 0.010000 -0.013515
0.044454 -0.000000 -0.014381
0.044454 0.010000 -0.014382
0.047092 -0.000000 -0.015257
0.047092 0.010000 -0.015258
0.049119 -0.000000 -0.015223
0.049119 0.010000 -0.015224
0.051862 -0.000000 -0.016261
0.051862 0.010000 -0.016262
0.053889 -0.000000 -0.016228
0.053889 0.010000 -0.016228
0.056780 -0.000000 -0.017452
0.056780 0.010000 -0.017453
0.058807 -0.000000 -0.017419
0.058807 0.010000 -0.017419
0.061752 -0.000000 -0.018691
0.061752 0.010000 -0.018692
0.063779 -0.000000 -0.018658
0.063779 0.010000 -0.018658
0.066727 -0.000000 -0.019900
0.066727 0.010000 -0.019900
0.068754 -0.000000 -0.019866
0.068754 0.010000 -0.019867
0.071706 -0.000000 -0.021076
0.071706 0.010000 -0.021076
0.074659 -0.000000 -0.022252
0.074659 0.010000 -0.022253
0.076686 -0.000000 -0.022219
0.076686 0.010000 -0.022219
0.079642 -0.000000 -0.023361
0.079642 0.010000 -0.023361
0.081669 -0.000000 -0.023327
0.081669 0.010000 -0.023328
0.084627 -0.000000 -0.024431
0.084627 0.010000 -0.024431
0.086654 -0.000000 -0.024397
0.086654 0.010000 -0.024398
0.089614 -0.000000 -0.025457
0.089614 0.010000 -0.025458
0.091641 -0.000000 -0.025423
0.091641 0.010000 -0.025424
0.094593 -0.000000 -0.026447
0.094593 0.010000 -0.026448
0.096620 -0.000000 -0.026414
0.096620 0.010000 -0.026414
0.099573 -0.000000 -0.027395
0.099573 0.010000 -0.027395
0.101600 -0.000000 -0.027361
0.101600 0.010000 -0.027362
0.104555 -0.000000 -0.028304
0.104555 0.010000 -0.028304
0.107511 -0.000000 -0.029208
0.107511 0.010000 -0.029208
0.109538 -0.000000 -0.029174
0.109538 0.010000 -0.029175
0.112496 -0.000000 -0.030039
0.112496 0.010000 -0.030039
0.114523 -0.000000 -0.030005
0.114523 0.010000 -0.030006
0.117482 -0.000000 -0.030831
0.117482 0.010000 -0.030832
0.120442 -0.000000 -0.031618
0.120442 0.010000 -0.031619
0.122469 -0.000000 -0.031584
0.122469 0.010000 -0.031585
0.125430 -0.000000 -0.032330
0.125430 0.010000 -0.032331
0.127457 -0.000000 -0.032297
0.127457 0.010000 -0.032297
0.130419 -0.000000 -0.033000
0.130419 0.010000 -0.033001
0.133382 -0.000000 -0.033657
0.133382 0.010000 -0.033658
0.135408 -0.000000 -0.033624
0.135409 0.010000 -0.033625
0.138363 -0.000000 -0.034237
0.138363 0.010000 -0.034237
0.141317 -0.000000 -0.034797
0.141317 0.010000 -0.034798
0.143344 -0.000000 -0.034764
0.143344 0.010000 -0.034764
0.146297 -0.000000 -0.035280
0.146297 0.010000 -0.035281
0.149249 -0.000000 -0.035749
0.149249 0.010000 -0.035750
0.151276 -0.000000 -0.035715
0.151276 0.010000 -0.035716
0.154220 -0.000000 -0.036136
0.154220 0.010000 -0.036136
0.157162 -0.000000 -0.036502
0.157162 0.010000 -0.036502
0.159189 -0.000000 -0.036468
0.159189 0.010000 -0.036469
0.162129 -0.000000 -0.036788
0.162129 0.010000 -0.036789
0.165066 -0.000000 -0.037058
0.165066 0.010000 -0.037058
0.167093 -0.000000 -0.037024
0.167093 0.010000 -0.037025
0.170020 -0.000000 -0.037239
0.170020 0.010000 -0.037240
0.172943 -0.000000 -0.037394
0.172943 0.010000 -0.037394
0.175854 -0.000000 -0.037489
0.175854 0.010000 -0.037490
0.177881 -0.000000 -0.037456
0.177881 0.010000 -0.037457
0.180787 -0.000000 -0.037496
0.180787 0.010000 -0.037497
0.183688 -0.000000 -0.037482
0.183688 0.010000 -0.037483
0.186581 -0.000000 -0.037405
0.186581 0.010000 -0.037405
0.188608 -0.000000 -0.037371
0.188608 0.010000 -0.037372
0.191493 -0.000000 -0.037231
0.191493 0.010000 -0.037231
0.194364 -0.000000 -0.037027
0.194364 0.010000 -0.037028
0.197226 -0.000000 -0.036769
0.197226 0.010000 -0.036770
0.200073 -0.000000 -0.036446
0.200073 0.010000 -0.036447
0.202100 -0.000000 -0.036413
0.202100 0.010000 -0.036413
0.204935 -0.000000 -0.036026
0.204935 0.010000 -0.036026
0.207758 -0.000000 -0.035575
0.207758 0.010000 -0.035576
0.210561 -0.000000 -0.035051
0.210561 0.010000 -0.035051
0.213350 -0.000000 -0.034462
0.213350 0.010000 -0.034463
0.216123 -0.000000 -0.033810
0.216123 0.010000 -0.033811
0.218874 -0.000000 -0.033085
0.218874 0.010000 -0.033086
0.221608 -0.000000 -0.032299
0.221608 0.010000 -0.032300
0.223635 -0.000000 -0.032266
0.223635 0.010000 -0.032266
0.226352 -0.000000 -0.031419
0.226352 0.010000 -0.031420
0.229042 -0.000000 -0.030498
0.229042 0.010000 -0.030499
0.231701 -0.000000 -0.029495
0.231701 0.010000 -0.029496
0.234343 -0.000000 -0.028441
0.234343 0.010000 -0.028442
0.236967 -0.000000 -0.027336
0.236967 0.010000 -0.027337
0.239561 -0.000000 -0.026161
0.239561 0.010000 -0.026162
0.242122 -0.000000 -0.024910
0.242122 0.010000 -0.024911
0.244649 -0.000000 -0.023583
0.244649 0.010000 -0.023584
0.247140 -0.000000 -0.022182
0.247140 0.010000 -0.022183
0.249599 -0.000000 -0.020716
0.249599 0.010000 -0.020717
0.252039 -0.000000 -0.019210
0.252039 0.010000 -0.019210
0.254448 -0.000000 -0.017644
0.254448 0.010000 -0.017645
0.256820 -0.000000 -0.016013
0.256820 0.010000 -0.016013
0.259436 -0.000000 -0.012600
0.259436 0.010000 -0.012601
0.261706 -0.000000 -0.010792
0.261706 0.010000 -0.010792
0.263945 -0.000000 -0.008931
0.263945 0.010000 -0.008932
0.266154 -0.000000 -0.007022
0.266154 0.010000 -0.007023
0.268333 -0.000000 -0.005067
0.268333 0.010000 -0.005068
0.270484 -0.000000 -0.003069
0.270484 0.010000 -0.003070
0.272607 -0.000000 -0.001028
0.272607 0.010000 -0.001029
0.274692 -0.000000 0.001066
0.274692 0.010000 0.001065
0.276766 -0.000000 0.005319
0.276766 0.010000 0.005318
0.278790 -0.000000 0.007502
0.278790 0.010000 0.007501
0.280797 -0.000000 0.009708
0.280797 0.010000 0.009708
0.500000 0.010000 0.000000
0.500000 0.000000 -0.000000
0.500000 0.010000 -0.000128
0.500000 0.000000 -0.000128
0.500000 0.010000 -0.000256
0.500000 0.000000 -0.000256
0.500000 0.010000 -0.000385
0.500000 0.000000 -0.000385
0.500000 0.010000 -0.000513
0.500000 0.000000 -0.000513
0.500000 0.010000 -0.000641
0.500000 0.000000 -0.000641
0.500000 0.010000 -0.000769
0.500000 0.000000 -0.000769
0.500000 0.010000 -0.000897
0.500000 0.000000 -0.000897
0.500000 0.010000 -0.001026
0.500000 0.000000 -0.001026
0.500000 0.010000 -0.001154
0.500000 0.000000 -0.001154
0.500000 0.010000 -0.001282
0.500000 0.000000 -0.001282
0.500000 0.010000 -0.001410
0.500000 0.000000 -0.001410
0.500000 0.010000 -0.001539
0.500000 0.000000 -0.001538
0.500000 0.010000 -0.001667
0.500000 0.000000 -0.001667
0.500000 0.010000 -0.001795
0.500000 0.000000 -0.001795
0.500000 0.010000 -0.001923
0.500000 0.000000 -0.001923
0.500000 0.010000 -0.002051
0.500000 0.000000 -0.002051
0.500000 0.010000 -0.002180
0.500000 0.000000 -0.002179
0.500000 0.010000 -0.002308
0.500000 0.000000 -0.002308
0.500000 0.010000 -0.002436
0.500000 0.000000 -0.002436
0.500000 0.010000 -0.002564
0.500000 0.000000 -0.002564
0.500000 0.010000 -0.002692
0.500000 0.000000 -0.002692
0.500000 0.010000 -0.002821
0.500000 0.000000 -0.002820
0.500000 0.010000 -0.002949
0.500000 0.000000 -0.002949
