VARIABLES = "X", "Z"
ZONE T = "Geoverformt_AOA6_U20"
1.000000 0.000000 
1.000000 0.020000 
0.920000 0.026394 
0.920000 0.026394 
0.880526 0.034424 
0.842269 0.042385 
0.799845 0.051204 
0.762375 0.058984 
0.722789 0.066853 
0.678227 0.075505 
0.640062 0.082275 
0.600290 0.088761 
0.557081 0.094838 
0.480036 0.102465 
0.439067 0.105749 
0.399912 0.107635 
0.358770 0.108028 
0.316520 0.106872 
0.273683 0.103790 
0.234705 0.098844 
0.194331 0.093147 
0.161203 0.086817 
0.119261 0.077116 
0.082101 0.066947 
0.082101 0.066947 
0.074529 0.064644 
0.074336 0.064576 
0.074144 0.064508 
0.073951 0.064440 
0.073759 0.064372 
0.073567 0.064304 
0.073374 0.064236 
0.073182 0.064167 
0.072990 0.064098 
0.072797 0.064030 
0.072605 0.063961 
0.072413 0.063892 
0.072220 0.063822 
0.072028 0.063753 
0.071836 0.063683 
0.071644 0.063614 
0.071452 0.063544 
0.071260 0.063474 
0.071068 0.063404 
0.070875 0.063333 
0.070683 0.063263 
0.070491 0.063192 
0.070299 0.063121 
0.070107 0.063050 
0.069915 0.062979 
0.069723 0.062908 
0.069531 0.062837 
0.069340 0.062765 
0.069148 0.062693 
0.068956 0.062621 
0.068764 0.062549 
0.068572 0.062477 
0.068380 0.062405 
0.068189 0.062332 
0.067997 0.062260 
0.067805 0.062187 
0.067613 0.062114 
0.067422 0.062041 
0.067230 0.061967 
0.067038 0.061894 
0.066847 0.061820 
0.066655 0.061746 
0.066464 0.061672 
0.066272 0.061598 
0.066081 0.061524 
0.065889 0.061449 
0.065698 0.061375 
0.065506 0.061300 
0.065315 0.061225 
0.065123 0.061150 
0.064932 0.061075 
0.064741 0.060999 
0.064549 0.060923 
0.064358 0.060848 
0.064167 0.060772 
0.063975 0.060696 
0.063784 0.060619 
0.063593 0.060543 
0.063402 0.060466 
0.063211 0.060389 
0.063019 0.060312 
0.062828 0.060235 
0.062637 0.060158 
0.062446 0.060080 
0.062255 0.060002 
0.062064 0.059925 
0.061873 0.059847 
0.061682 0.059768 
0.061491 0.059690 
0.061300 0.059611 
0.061109 0.059533 
0.060918 0.059454 
0.060728 0.059375 
0.060537 0.059295 
0.060346 0.059216 
0.060155 0.059136 
0.059965 0.059056 
0.059774 0.058976 
0.059583 0.058896 
0.059392 0.058816 
0.059202 0.058735 
0.059011 0.058655 
0.058821 0.058574 
0.058630 0.058493 
0.058439 0.058411 
0.058249 0.058330 
0.058058 0.058248 
0.057868 0.058166 
0.057678 0.058084 
0.057487 0.058002 
0.057297 0.057920 
0.057106 0.057837 
0.056916 0.057754 
0.056726 0.057671 
0.056535 0.057588 
0.056345 0.057505 
0.056155 0.057421 
0.055965 0.057337 
0.055775 0.057253 
0.055585 0.057169 
